province,lat,lng,operators,awn_license_no,awn_station_code,nt_license_no,nt_station_code,tuc_license_no,tuc_station_code
ชัยภูมิ,16.4125,102.381666,NT|TUC,,,060365137699,CYP6409,060362030054,CYP6409
ชัยภูมิ,16.124721,101.927777,NT|TUC,,,060365137701,CYP6411,060362030055,CYP6411
นครราชสีมา,15.002222,102.147499,TUC,,,,,060361079002,NKR7696
ชัยภูมิ,16.148055,102.095833,TUC,,,,,060361029825,727-1/2
ชัยภูมิ,16.149166,102.098333,TUC,,,,,060361029826,727-2/2
ชัยภูมิ,15.610555,101.609722,TUC,,,,,060361029827,765-1/3
ชัยภูมิ,15.613611,101.605833,TUC,,,,,060361029828,765-2/3
ชัยภูมิ,16.615,101.608888,TUC,,,,,060361029829,765-3/3
ชัยภูมิ,15.624721,101.579999,TUC,,,,,060361029830,768
ชัยภูมิ,15.646666,101.523054,NT|TUC,,,060355000024,,060361029832,789-2/2
ชัยภูมิ,15.804166,101.494999,TUC,,,,,060361029833,816
ชัยภูมิ,16.010555,101.689166,TUC,,,,,060361029834,891-1/3
ชัยภูมิ,16.017221,101.68611,TUC,,,,,060361029835,891-2/3
ชัยภูมิ,16.008611,101.68861,TUC,,,,,060361029836,891-3/3
ชัยภูมิ,16.015555,101.524166,TUC,,,,,060361029837,903-1/3
ชัยภูมิ,16.0125,101.526943,TUC,,,,,060361029838,903-2/3
ชัยภูมิ,16.013333,101.525554,TUC,,,,,060361029839,903-3/3
ชัยภูมิ,16.011944,101.648055,TUC,,,,,060361029840,913-1/2
ชัยภูมิ,16.013333,101.64611,TUC,,,,,060361029841,913-2/2
ชัยภูมิ,16.043888,101.647221,TUC,,,,,060361029842,915-1/3
ชัยภูมิ,16.043888,101.64861,TUC,,,,,060361029843,915-2/3
ชัยภูมิ,16.042499,101.647221,TUC,,,,,060361029844,915-3/3
ชัยภูมิ,16.161111,101.625832,TUC,,,,,060361029845,937
ชัยภูมิ,16.151111,101.644999,TUC,,,,,060361029846,962-1/4
ชัยภูมิ,16.151111,101.643333,TUC,,,,,060361029847,962-2/4
ชัยภูมิ,16.154722,101.639999,TUC,,,,,060361029848,962-3/4
ชัยภูมิ,16.149444,101.642221,TUC,,,,,060361029849,962-4/4
นครราชสีมา,14.956111,102.11861,NT|TUC,,,060366033105,NKR8544,060360219003,NKR8544
นครราชสีมา,14.716943,101.432777,TUC,,,,,060360219005|060367026829,NKR8567|NKR8567
นครราชสีมา,15.601666,102.416943,TUC,,,,,060360219016|060367026837,NKR8606|NKR8606
นครราชสีมา,15.581388,102.434166,TUC,,,,,060360219018,NKR8608
นครราชสีมา,15.011111,102.120554,TUC,,,,,060360218800,NKR8713
นครราชสีมา,14.582777,101.388888,TUC,,,,,060360218909,NKR5555
นครราชสีมา,14.888055,101.853611,TUC,,,,,060360218910,NKR5558
ชัยภูมิ,15.458888,101.72111,TUC,,,,,060360240899,NKW8031
ชัยภูมิ,16.094999,101.709722,TUC,,,,,060360217722,CYP8545
ชัยภูมิ,16.334444,102.178332,TUC,,,,,060360217723,CYP8559
ชัยภูมิ,15.503888,101.690555,TUC,,,,,060360217724|060367048710,CYP8569|CYP8569
นครราชสีมา,14.555,102.216111,TUC,,,,,060360217728,NKR8732
นครราชสีมา,14.447221,102.34861,TUC,,,,,060360213821,NKR1647
นครราชสีมา,15.101944,102.035833,NT|TUC,,,060361036563,NKR1973,060360213822,NKR1973
นครราชสีมา,15.530832,102.153055,NT|TUC,,,060359181769,NKR1996,060360213823,NKR1996
นครราชสีมา,15.098333,102.406944,NT|TUC,,,060359181753,NKR2034,060360213824,NKR2034
ชัยภูมิ,15.416666,101.567221,TUC,,,,,060360211922,CYP1632
ชัยภูมิ,16.136944,102.094999,TUC,,,,,060360211924,CYP1931
ชัยภูมิ,15.760277,102.023888,NT|TUC,,,060363036979,CYP7722,060360211931,CYP7722
ชัยภูมิ,15.8625,102.293055,TUC,,,,,060360132532|060359184483,CYP1938|CYP1938
นครราชสีมา,14.585555,101.227499,TUC,,,,,060360132538,NKR1652
นครราชสีมา,15.489444,102.091944,NT|TUC,,,060361036553,NKR1946,060360132539|060358041284,NKR1946|NKR1946
นครราชสีมา,15.110833,102.101111,TUC,,,,,060360132602,NKR0077
นครราชสีมา,14.776943,102.043888,TUC,,,,,060360132603,NKR0083
นครราชสีมา,14.644721,102.203055,NT|TUC,,,060359181749,NKR0087,060360132604,NKR0087
นครราชสีมา,15.16,102.51,NT|TUC,,,060361036549,NKR1939,060360132608,NKR1939
นครราชสีมา,15.215,102.448888,TUC,,,,,060360132611,NKR1942
นครราชสีมา,15.540833,102.391944,TUC,,,,,060360132612,NKR1952
นครราชสีมา,14.484444,101.931388,NT|TUC,,,060361036558,NKR1960,060360132613,NKR1960
ชัยภูมิ,15.656388,101.566111,TUC,,,,,060360218107,CYP6731
นครราชสีมา,14.845833,101.755833,NT|TUC,,,060360247060,NKR6782,060360218133,NKR6782
นครราชสีมา,15.121943,102.562777,TUC,,,,,060360241196,NKR7234
นครราชสีมา,15.15,102.146666,TUC,,,,,060360241197,NKR7270
นครราชสีมา,15.194999,101.941944,TUC,,,,,060360217919,NKR8698
นครราชสีมา,15.006388,102.076666,TUC,,,,,060360217927,NKR8593
นครราชสีมา,14.701388,102.174443,TUC,,,,,060360217929|060367026792,NKR8613|NKR8613
นครราชสีมา,14.602777,102.102777,TUC,,,,,060360211724,BRR8531
ชัยภูมิ,16.070832,102.279443,TUC,,,,,060360211728,CYP8539
ชัยภูมิ,15.829166,102.059166,TUC,,,,,060360211729,CYP8541
ชัยภูมิ,16.603888,101.904722,TUC,,,,,060360211730,CYP8558
ชัยภูมิ,15.911666,102.127499,TUC,,,,,060360211732,CYP8563
ชัยภูมิ,15.804722,102.161666,TUC,,,,,060360204240,CYP1608
ชัยภูมิ,15.883888,102.106388,TUC,,,,,060360204241,CYP1613
ชัยภูมิ,15.963055,102.181943,NT|TUC,,,060360014943,CYP1614,060360204242,CYP1614
ชัยภูมิ,15.864722,102.034721,TUC,,,,,060360204243,CYP1621
ชัยภูมิ,15.5625,102.001944,TUC,,,,,060360204245,CYP1805
ชัยภูมิ,15.771388,102.024999,TUC,,,,,060360204246,CYP1806
ชัยภูมิ,15.837221,102.078054,TUC,,,,,060360204247|060367048695,CYP1901|CYP1901
ชัยภูมิ,16.195555,101.944999,TUC,,,,,060360204248,CYP1914
นครราชสีมา,14.69361,101.201388,TUC,,,,,060360132387,SRB6711
นครราชสีมา,14.726666,101.216388,NT|TUC,,,060361036577,SRB1534,060360132432,SRB1534
ชัยภูมิ,16.125554,101.713055,NT|TUC,,,060361177602,CYP1917,060360132433,CYP1917
นครราชสีมา,14.630554,101.294444,TUC,,,,,060360132621,NKR5506
นครราชสีมา,14.578054,101.420277,TUC,,,,,060360132622,NKR5543
ชัยภูมิ,16.493888,101.931943,TUC,,,,,060358078402|060364042228,CYP8547|CYP8547
นครราชสีมา,14.897499,102.521666,TUC,,,,,060358032178,NKR6876
นครราชสีมา,15.461666,102.17361,NT|TUC,,,060360239320,NKR6798,060358032210,NKR6798
นครราชสีมา,15.353888,102.084999,NT|TUC,,,060360239266,NKR6706,060358030830,NKR6706
นครราชสีมา,14.615,102.048888,NT|TUC,,,060360249312,NKR6747,060358030832,NKR6747
นครราชสีมา,15.304166,102.556111,NT|TUC,,,060360048786,NKR6729,060358030855,NKR6729
นครราชสีมา,15.408055,102.775554,NT|TUC,,,060360048801,NKR6807,060358030856,NKR6807
นครราชสีมา,14.720832,101.439444,TUC,,,,,060358036939|060367037182,NKR0023|NKR0023
นครราชสีมา,14.889721,101.724443,TUC,,,,,060358041580|060367037187,NKR8576|NKR8576
ชัยภูมิ,16.079721,101.808611,TUC,,,,,060358041587|060367048705,CYP8509|CYP8509
ชัยภูมิ,16.59361,101.927777,TUC,,,,,060358041590,CYP8520
ชัยภูมิ,15.64111,101.942221,TUC,,,,,060358041591,CYP8522
ชัยภูมิ,16.17861,102.211666,TUC,,,,,060358041592|060362166325,CYP8523|CPM0123-U21
ชัยภูมิ,15.78861,101.816943,TUC,,,,,060358041594,CYP8526
นครราชสีมา,14.726943,102.171943,TUC,,,,,060358041602|060367026831,NKR8577|NKR8577
นครราชสีมา,14.810833,102.346388,TUC,,,,,060358041603|060367037188|060362166339,NKR8663|NKR8663|NMA0524-U21
นครราชสีมา,15.417221,102.385555,TUC,,,,,060358041607,NKR8671
นครราชสีมา,15.056111,102.403055,NT|TUC,,,060360247103,NKR6841,060358041676,NKR6841
นครราชสีมา,15.701388,102.230832,NT|TUC,,,060360249311,NKR6764,060358034243,NKR6764
นครราชสีมา,14.774999,101.719999,TUC,,,,,060358034244,NKR6851
นครราชสีมา,14.940277,102.131666,TUC,,,,,060358041514,NKR8561
นครราชสีมา,14.738333,102.029443,TUC,,,,,060358041282|060367026690,NKR1922|NKR1922
นครราชสีมา,15.171666,102.39611,NT|TUC,,,060360187119,NKR2041,060358041285,NKR2041
นครราชสีมา,15.681666,102.576388,TUC,,,,,060357067823,NKR6717
ชัยภูมิ,15.401388,101.619443,TUC,,,,,060357067852,CYP6733
ชัยภูมิ,16.137777,102.168054,NT|TUC,,,060360023914,CYP1944,060357067873,CYP1944
ชัยภูมิ,16.441388,102.18611,TUC,,,,,060357067927,CYP1913
นครราชสีมา,14.963055,102.010555,TUC,,,,,060357068146|060367026686,NKR1902|NKR1902
นครราชสีมา,14.97611,102.101388,NT|TUC,,,060363036811,NKR9002,060357062969|060357079213,NKR9002|NKR7402
นครราชสีมา,15.018888,101.919999,NT|TUC,,,060363036808,NKR1975,060357078686,
นครราชสีมา,14.603333,102.138055,TUC,,,,,060357078713,NKR1928
นครราชสีมา,15.089166,101.903611,TUC,,,,,060357078739|060367026687,NKR1906|NKR1906
นครราชสีมา,14.99111,102.120554,TUC,,,,,060357079005,NKR8638
นครราชสีมา,14.949444,102.0525,TUC,,,,,060357075393,NKR7008
นครราชสีมา,14.955277,102.072499,TUC,,,,,060357075394,NKR7009
นครราชสีมา,14.964722,102.07611,TUC,,,,,060357075399,NKR7000
นครราชสีมา,14.964166,102.066943,TUC,,,,,060357079574,NKR0001
นครราชสีมา,14.956944,102.043888,TUC,,,,,060357079580,NKR1501
นครราชสีมา,14.97611,102.088055,NT|TUC,,,060363036809,NKR2057,060357079585,NKR2057
นครราชสีมา,14.942499,102.056388,TUC,,,,,060358046442|060367026811,NKR8508|NKR8508
นครราชสีมา,14.943333,102.046388,TUC,,,,,060358046443|060367037190,NKR8509|NKR8509
นครราชสีมา,14.921666,102.101666,TUC,,,,,060358046447|060367026830,NKR8571|NKR8571
นครราชสีมา,15.019166,102.093888,TUC,,,,,060358046449|060367026835,NKR8594|NKR8594
ชัยภูมิ,15.841666,101.363888,TUC,,,,,060358037006|060360218270,CYP6730|CYP6730
นครราชสีมา,14.560277,101.406944,TUC,,,,,060358037030,NKR0502
นครราชสีมา,14.821666,101.497221,NT|TUC,,,060360239268,NKR6740,060357071810|060367026797,NKR6740|NKR6740
ชัยภูมิ,16.280832,101.943888,TUC,,,,,060357071827|060364042212,CYP1801|CYP1801
นครราชสีมา,15.661388,102.687777,TUC,,,,,060357071830|060367022393,KKN6720|KKN6720
นครราชสีมา,14.975554,102.161944,TUC,,,,,060358041556|060367037183,NKR8592|NKR8592
นครราชสีมา,15.22111,102.497221,TUC,,,,,060358041557|060367037184,NKR8596|NKR8596
นครราชสีมา,15.03861,102.191388,TUC,,,,,060358041560|060367026841,NKR8617|NKR8617
ชัยภูมิ,15.726388,102.019999,TUC,,,,,060357067757,CYP3007
ชัยภูมิ,15.855,101.410277,NT|TUC,,,060361177523,CYP1601,060357067944|060360034076,CYP1601|CYP1601
ชัยภูมิ,16.366666,102.12611,TUC,,,,,060357067945,CYP1604
ชัยภูมิ,15.505277,101.688333,TUC,,,,,060357067946,CYP1610
ชัยภูมิ,16.035833,101.858055,TUC,,,,,060357067947,CYP1908
ชัยภูมิ,16.537499,101.898888,TUC,,,,,060357067948,CYP1912
ชัยภูมิ,16.2525,102.356944,TUC,,,,,060357067949,CYP1929
ชัยภูมิ,16.340833,102.273888,NT|TUC,,,060360023913,CYP1936,060357067950,CYP1936
ชัยภูมิ,16.321943,102.046944,NT|TUC,,,060360023917,CYP1937,060357067951,CYP1937
ชัยภูมิ,16.337499,102.378054,NT|TUC,,,060360023915,CYP1940,060357067952,CYP1940
ชัยภูมิ,16.373888,101.97611,NT|TUC,,,060360023912,CYP1941,060357067953,CYP1941
ชัยภูมิ,15.562777,101.846666,TUC,,,,,060357067954|060367048697,CYP2343|CYP2343
นครราชสีมา,14.450277,101.669443,NT|TUC,,,060361036556,NKR1957,060357067964,NKR1957
นครราชสีมา,15.636388,102.570554,TUC,,,,,060357067981,NKR0058
นครราชสีมา,14.645833,101.29611,TUC,,,,,060357067990,NKR1803
นครราชสีมา,15.203333,101.806111,TUC,,,,,060357067993|060367026689,NKR1921|NKR1921
นครราชสีมา,15.194721,102.161944,NT|TUC,,,060359181763,NKR2030,060357068000,NKR2030
ชัยภูมิ,15.413611,101.532221,NT|TUC,,,060361079623,CYP6751,060357068022,CYP6751
ชัยภูมิ,16.293888,101.900277,TUC,,,,,060357068062|060364042217,CYP6748|CYP6748
ชัยภูมิ,16.189999,102.32611,TUC,,,,,060357068063,CYP6707
นครราชสีมา,15.014166,102.1,TUC,,,,,060367026691|060360032554,NKR1923|NKR1923
นครราชสีมา,15.058333,101.675554,TUC,,,,,060366037378,LBR8513
นครราชสีมา,14.803888,101.675832,NT|TUC,,,060368045374,LBR8549,060366037379,LBR8549
นครราชสีมา,14.890277,101.878332,TUC,,,,,060367000019,NKR0060
ชัยภูมิ,15.811666,101.427777,TUC,,,,,060366059428,CYP7153
นครราชสีมา,14.976943,102.108888,TUC,,,,,060366059430,NKR0013
ชัยภูมิ,16.115277,101.891944,TUC,,,,,060366059431|060366022128,CYP1942|CYP1942
นครราชสีมา,14.582777,101.304444,NT|TUC,,,060360023830,NKR5530,060366059433,NKR5530
ชัยภูมิ,16.049721,102.155277,TUC,,,,,060366059437,CYP6428
ชัยภูมิ,16.037221,102.252222,TUC,,,,,060366059438,CYP6430
ชัยภูมิ,15.944721,102.170554,NT|TUC,,,060361017586,CYP6526,060366059439,CYP6526
นครราชสีมา,14.62861,101.338055,TUC,,,,,060366017034,NKRA240
นครราชสีมา,14.720554,102.245277,TUC,,,,,060366017035,NKRA217
นครราชสีมา,14.64361,101.38861,TUC,,,,,060366017037,NKRA242
นครราชสีมา,14.642499,101.380832,TUC,,,,,060366017038,NKRA241
นครราชสีมา,14.678888,101.399721,TUC,,,,,060367087152,NKR8768
ชัยภูมิ,15.781388,101.911388,TUC,,,,,060367048698|060357055784,CYP3027|CYP3027
ชัยภูมิ,16.012222,101.62111,TUC,,,,,060367048700|060363123441,CYP6439|CYP6439
ชัยภูมิ,16.365833,102.136666,TUC,,,,,060367048702|060363123443,CYP7165|CYP7165
ชัยภูมิ,15.8,102.037499,TUC,,,,,060367048703|060360218648,CYP8503|CYP8503
ชัยภูมิ,16.103333,102.256111,TUC,,,,,060367048709|060359178799,CYP8556|CYP8556
นครราชสีมา,15.233333,102.494444,TUC,,,,,060367037194|060358058936,NKR8597|NKR8597
นครราชสีมา,14.613333,101.35,TUC,,,,,060367037196|060359178844,NKR1653|NKR1653
นครราชสีมา,14.587221,101.306944,NT|TUC,,,060360023829,NKR1665,060367037197|060359178854,NKR1665|NKR1665
นครราชสีมา,14.583054,101.314722,NT|TUC,,,060363036810,NKR5505,060367037199|060359186130,NKR5505|NKR5505
ชัยภูมิ,15.932499,102.284999,TUC,,,,,060366016797,CYP6519
นครราชสีมา,14.935277,102.159166,TUC,,,,,060366014091,NKRA376
นครราชสีมา,14.9,101.467499,TUC,,,,,060366012229,NKRA309
นครราชสีมา,14.69361,101.503611,TUC,,,,,060366012230,NKRA339
นครราชสีมา,14.637221,101.655555,TUC,,,,,060366012231,NKRA342
นครราชสีมา,14.6525,101.213333,TUC,,,,,060366012233,NKRA345
นครราชสีมา,14.726943,101.434166,TUC,,,,,060366012234,NKRA349
นครราชสีมา,14.77861,102.1625,TUC,,,,,060366012237,NKRS027
นครราชสีมา,14.606111,102.100833,TUC,,,,,060366012239,NKRA334
นครราชสีมา,14.891944,101.638888,TUC,,,,,060366012241,NKRA253
นครราชสีมา,14.644444,102.035833,TUC,,,,,060366012242,NKRA335
นครราชสีมา,14.973888,102.107222,TUC,,,,,060366012285,NKRA187
นครราชสีมา,14.986666,101.985277,TUC,,,,,060366012287,NKRA264
นครราชสีมา,14.672777,101.800555,TUC,,,,,060366012315,NKRA311
นครราชสีมา,15.211666,101.763055,TUC,,,,,060366017153,NKRA232
นครราชสีมา,14.620832,101.239999,TUC,,,,,060366017039,NKRA239
ชัยภูมิ,16.048055,101.499444,NT|TUC,,,060365137716,CYP7208,060363123444,CYP7208
ชัยภูมิ,16.015,101.647777,NT|TUC,,,060365137717,CYP7214,060363123445,CYP7214
ชัยภูมิ,16.450277,101.961111,NT|TUC,,,060365137705,CYP6418,060362064112,CYP6418
ชัยภูมิ,16.467499,102.216388,NT|TUC,,,060365137719,CYP7220,060362064113,CYP7220
ชัยภูมิ,16.410277,102.3625,NT|TUC,,,060365098898,CPM0271-L23,060365098047,CPM0271
ชัยภูมิ,15.783054,101.9125,NT,,,060365118143,CPM014,,
นครราชสีมา,14.766388,101.34111,NT,,,060365118161|060361177645,NMA-010-RO-1|NKR6618,,
นครราชสีมา,15.292221,101.566111,NT,,,060365118162,NMA027,,
นครราชสีมา,14.979721,102.098333,AWN|NT,060363058420,874098,060366002682,874098_YSRNR,,
นครราชสีมา,14.98111,102.204722,AWN|NT,060362256256,874383 หนองไทร-เมืองนครราชสีมา,060366002701,874383_NSNKR,,
นครราชสีมา,14.874721,101.694721,AWN|NT,060363124173,874708 ชัยพัฒนา-สีคิ้ว,060366002731,874708_CPTSK,,
ชัยภูมิ,15.426388,101.434166,AWN|NT,060361112894,877668 บ้านซับหมี-เทพสถิต,060366002767,877668_SMTST,,
นครราชสีมา,14.625832,101.403611,AWN|NT,060359052081,870763 ภูหินสวยรีสอร์ท-ปากช่อง,060363105888,870763_PHSPC,,
นครราชสีมา,15.478888,102.7575,NT|TUC,,,060363119408,NMA0701-L23,060361005361,NMA0701-U21
นครราชสีมา,14.896388,102.015277,NT,,,060363088675,RM-NMA0672/D-L23,,
ชัยภูมิ,16.591944,101.925832,NT,,,060363123364,CPM0010-L23,,
นครราชสีมา,15.435555,102.32861,AWN|NT,060358008869,870394 ข้างโรงเรียนเมืองคง,060363058826,870394_MKGSC,,
นครราชสีมา,14.916111,101.942499,AWN|NT,060358079208,870459 โรงงาน พี ซี เอส โคกกรวด,060363058853,870459_PCSFK,,
นครราชสีมา,15.436944,102.319166,AWN|NT,060359032890,870512 ข้าง ว.เทคโนโลยีบริหารธุรกิจรักไทยฯ,060363058871,870512_SRKBC,,
นครราชสีมา,14.653888,101.316943,AWN|NT,060360206292,870537 สน.ปตท. หจก.ชัยวรพรปากช่อง,060363058878,870537_PCPPC,,
นครราชสีมา,15.311388,101.753888,AWN|NT,060359028856,870614วัดบ้านกุดพิมาน-ด่านขุนทด,060363058887,870614_KPMDK,,
นครราชสีมา,15.191944,101.761944,NT|TUC,,,060363086736,NMA0815-L23,060362271459|060368195875,NMA0815|NKR7457
นครราชสีมา,14.541666,101.565,AWN|NT,060361093207,870314 เคนซิงตันการ์เด้นรีสอร์ทเขาใหญ่),060363058813,870314_KSTRK,,
นครราชสีมา,15.334721,102.172221,AWN|NT,060358008870,870395 ข้างโลตัส ขามสะแกแสง,060363058827,870395_LTKSG,,
นครราชสีมา,14.995555,102.1,AWN|NT,060359051986,870441 หน้าโรงแรมสบาย,060363058843,870441_FSBHT,,
นครราชสีมา,14.763333,102.025554,AWN|NT,060359046649,สาขา2)สาย24,060363058868,870501_PTKRN,,
นครราชสีมา,14.726943,101.393055,AWN|NT,060359033002,870399 หน้าโรงแรมทองสมบูรณ์คลับ,060363058830,870399_FTSBC,,
นครราชสีมา,14.854722,101.764166,NT,,,060363058834,870405_BWMKM,,
นครราชสีมา,14.590277,101.281388,NT,,,060363058864,870483_BGMKY,,
นครราชสีมา,14.989999,102.117221,AWN|NT,060359046648,2)เทคโน,060363058867,870500_PTPTN,,
นครราชสีมา,14.654444,101.34861,AWN|NT,060358006566,870255 ลานจอดรถ ฟาร์มโชคชัย,060363058808,870255_FMCPK,,
นครราชสีมา,15.248333,102.377499,AWN|NT,060358008866,870387 ธารปราสาท-โนนสูง,060363058823,870387_TPSNG,,
นครราชสีมา,15.442777,102.32861,AWN|NT,060358008868,870393 ข้างที่ว่าการอำเภอคง,060363058825,870393_KGDOF,,
นครราชสีมา,15.197221,101.764722,AWN|NT,060360100342,1),060363058859,870470_PTDKT,,
นครราชสีมา,15.082499,102.120277,AWN|NT,060359032891,870515 บ้านหนองกระชาย-โคกสูง,060363058872,870515_NKCKS,,
นครราชสีมา,14.611111,101.403888,AWN|NT,060359051987,870517 หจก.เขาใหญ่ สเตชั่น,060363058873,870517_KYSTL,,
นครราชสีมา,14.971388,102.094999,AWN|NT,060359032892,870528 ข้างวัดหนองบัวรอง,060363058875,870528_SWNBR,,
นครราชสีมา,15.532499,102.717777,AWN|NT,060359032896,870643 ตลาดสด เทศบาลตำบลประทาย,060363058891,870643_TSTPT,,
นครราชสีมา,14.649721,101.408888,AWN|NT,060359059423,870668 แม็คโคร ปากช่อง,060363058892,870668_MKPCG,,
นครราชสีมา,14.69861,102.4525,NT|TUC,,,060363132395,NMA0722-L23,060361104469,NMA0722-U21
นครราชสีมา,14.686944,102.037221,NT|TUC,,,060363132397,NMA0745-L23,060362031073,NMA0745-U21
ชัยภูมิ,16.280832,101.923054,NT|TUC,,,060363132497,CPM0220-L23,060361169488,CPM0220-U21
ชัยภูมิ,15.679999,101.878054,NT|TUC,,,060363132492,CPM0049-L23,060357012682,CPM0049-U21
ชัยภูมิ,16.243888,101.951666,NT|TUC,,,060363132495,CPM0207-L23,060361114732,CPM0207-U21
นครราชสีมา,14.92111,102.165833,AWN|NT,060357045805,870055หน้าโรงงานโคราชไซซัน,060363100990,870055_FKRSS,,
นครราชสีมา,15.451111,102.332777,NT|TUC,,,060363132400,NMA0786-L23,060361224862,NMA0786-U21
นครราชสีมา,14.69611,101.955277,NT|TUC,,,060363132401,NMA0790-L23,060362005258,NMA0790-U21
นครราชสีมา,14.965833,102.090555,NT|TUC,,,060363132402,NMA0807-L23,060362181652,NMA0807-U21
นครราชสีมา,14.995277,102.208333,AWN|NT,060357084191|060369006239,870198บ้านยองแยง-หนองระเวียง|870198 บ้านยองแยง-หนองระเวียง,060363101000,870198_BYNRW,,
นครราชสีมา,14.49361,102.281388,NT|TUC,,,060363132407,NMA0830-L23,060363077856,NMA0830
นครราชสีมา,14.626943,102.009166,NT|TUC,,,060363132462,NMA0832-L23,060363085158,NMA0832
นครราชสีมา,15.222221,102.463611,AWN|NT,060365061799|060357039317,870005 กระเบื้องใหญ่-พิมาย|870005 กระเบื้องใหญ่-พิมาย,060363100987,870005_KBYPM,,
นครราชสีมา,14.650277,101.336666,AWN|NT,060358006564,870253 ฟาร์มโชคชัย แคมป์,060363101001,870253_FCKCM,,
นครราชสีมา,14.998888,102.125554,NT|TUC,,,060363088611,NMA0802-L23,060363027561,NMA0802-U21
ชัยภูมิ,15.441388,101.692777,AWN|NT,060359046660,877365สน.ปตท.หจก.เซ่งฮงปิโตรเลียมฯ,060363101403,877365_PSHPB,,
นครราชสีมา,14.972777,102.112222,NT|TUC,,,060363037725,NKR7005,060357055603,NKR7005
นครราชสีมา,14.675277,102.109722,NT,,,060361186648,NMA0246-L23,,
นครราชสีมา,14.970277,102.063611,NT|TUC,,,060362060765|060361113860,NMA0341-L23|NMA0336-L23,060362167048,NMA0341-U21
นครราชสีมา,15.127777,102.448888,NT,,,060361186643,NMA0108-L23,,
นครราชสีมา,14.845277,101.755833,NT,,,060361186645,NMA0147-L23,,
นครราชสีมา,15.138888,102.201388,NT,,,060361186652,NMA0688-L23,,
ชัยภูมิ,15.420277,101.832499,NT,,,060361186677,CPM0013-L23,,
นครราชสีมา,14.961666,102.081666,NT,,,060361186704,NMA0072-L23,,
นครราชสีมา,15.63361,102.478888,NT|TUC,,,060362180589,NKR8680,060360048317,NKR8680
นครราชสีมา,14.506111,101.503611,NT,,,060362060606,NMA0393-L23,,
นครราชสีมา,14.938333,102.065555,NT|TUC,,,060361222732,NKR6743,060360218292|060367026787,NKR6743|NKR6743
ชัยภูมิ,15.572499,101.862222,NT,,,060361189479,CPM0004-L23,,
ชัยภูมิ,16.325554,102.051944,NT,,,060361189480,CPM0058-L23,,
ชัยภูมิ,15.788333,101.959722,NT,,,060361191751,CPM0061-L23,,
ชัยภูมิ,16.431388,102.203333,NT,,,060361191752,CPM0071-L23,,
ชัยภูมิ,16.647499,101.816666,NT,,,060361191786,CPM0076-L23,,
นครราชสีมา,14.377499,102.490833,NT,,,060361186888,NMA0158-L23,,
นครราชสีมา,14.351944,102.425554,NT,,,060361186890,NMA0163-L23,,
ชัยภูมิ,16.383333,102.312777,NT,,,060361189450,CPM0078-L23,,
นครราชสีมา,15.355833,102.912222,NT,,,060361191762,NMA0106-L23,,
นครราชสีมา,14.584721,101.399444,NT,,,060362061108,NMA0230-L23,,
นครราชสีมา,14.789721,101.524999,NT,,,060361222770,NKR6619,,
นครราชสีมา,14.901944,101.982499,NT|TUC,,,060362060642,NMA0789-L23,060362005257,NMA0789-U21
ชัยภูมิ,15.463888,101.682221,NT,,,060361189449,CPM0005-L23,,
นครราชสีมา,14.665,101.639999,NT,,,060361191764,NMA0323-L23,,
ชัยภูมิ,16.383333,102.303333,NT|TUC,,,060362230483,CYP7130,060360048383,CYP7130
นครราชสีมา,15.724721,102.292777,NT|TUC,,,060362180591,NKR8720,060360048319,NKR8720
นครราชสีมา,15.666666,102.500833,NT,,,060361189384,NMA0091-L23,,
นครราชสีมา,14.750277,102.332499,NT,,,060361186644,NMA0120-L23,,
นครราชสีมา,14.82361,102.399166,NT,,,060361186646,NMA0192-L23,,
ชัยภูมิ,15.861111,102.020832,NT,,,060361186678,CPM0089-L23,,
นครราชสีมา,14.981666,102.089999,NT|TUC,,,060361186733,NMA0568-L23,060362001711,NMA0568-U21
นครราชสีมา,15.0075,102.414166,NT,,,060361186883,NMA0013-L23,,
นครราชสีมา,14.798055,101.9025,NT,,,060361186884,NMA0083-L23,,
นครราชสีมา,14.582499,101.993888,NT,,,060361186885,NMA0090-L23,,
นครราชสีมา,15.058888,102.395833,NT,,,060361186886,NMA0124-L23,,
นครราชสีมา,14.598333,102.136388,NT,,,060361186889,NMA0162-L23,,
นครราชสีมา,14.714166,101.337777,NT|TUC,,,060362061183,NMA0338-L23,060362167013,NMA0338-U21
นครราชสีมา,14.886666,101.914166,NT|TUC,,,060362061217,NMA0758-L23,060361123111,NMA0758-U21
นครราชสีมา,14.979999,102.096666,NT,,,060362061260,NMA0334-L23,,
ชัยภูมิ,15.679443,102.009722,NT,,,060361191899,CPM0003-L23,,
ชัยภูมิ,16.649444,101.847499,NT,,,060361191904,CPM0035-L23,,
ชัยภูมิ,15.429443,101.67611,NT,,,060361191906,CPM0042-L23,,
นครราชสีมา,14.877499,101.833054,NT|TUC,,,060362038208,NMA0797-L23,060368044750|060362001714,NKR0797|NMA0797-U21
ชัยภูมิ,15.81861,102.067499,NT|TUC,,,060362038251,CPM0204-L23,060361114730,CPM0204-U21
นครราชสีมา,14.957222,102.072777,NT|TUC,,,060362038276,NMA0682-L23,060361177682,NMA0682-U21
ชัยภูมิ,15.750833,101.758333,NT,,,060361191901,CPM0019-L23,,
ชัยภูมิ,16.226943,102.194166,NT,,,060361191902,CPM0027-L23,,
